second,is_mode_a,is_mode_b,is_mode_c,mean velocity (m/s),mean wheel speed (rev/min),net rolling energy (J),net aero energy (J),braked energy (J),total energy (J),gross rolling energy (J),gross aero energy (J),inertia energy (J),cumulative rr (J),cumulative aero (J),cumulative braking (J)
53,1,0,0,9.03022606045212,229.953012594314,1133.44507838456,286.742333105258,0,27256.221535171,1133.44507838456,286.742333105258,25836.0341236811,56273.8648075184,43895.8693996472,-282808.201099545
54,1,0,0,11.0419100838202,281.180168865324,1385.94521960884,524.238082014796,0,41399.6661515571,1385.94521960884,524.238082014796,39489.4828499334,57659.8100271273,44420.107481662,-282808.201099545
55,1,0,0,13.0982981965964,333.545706386801,1644.05647508255,875.065511018467,0,41867.9135611036,1644.05647508255,875.065511018467,39348.7915750025,59303.8665022098,45295.1729926804,-282808.201099545
56,1,0,0,14.5735331470663,371.112287652209,1829.22324531369,1205.28709461468,0,28051.9770458295,1829.22324531369,1205.28709461468,25017.4667059011,61133.0897475235,46500.4600872951,-282808.201099545
57,1,0,0,15.8699517399035,404.125343915749,1991.94555854712,1556.40553076291,0,42142.5258260466,1991.94555854712,1556.40553076291,38594.1747367365,63125.0353060706,48056.865618058,-282808.201099545
58,1,0,0,17.4345948691897,443.968687682091,2188.33455727711,2063.6285485347,0,49145.2699246835,2188.33455727711,2063.6285485347,44893.3068188717,65313.3698633477,50120.4941665927,-282808.201099545
59,1,0,0,18.9545339090678,482.673650197965,2379.11244175768,2651.76647683107,0,48414.9520609286,2379.11244175768,2651.76647683107,43384.0731423399,67692.4823051054,52772.2606434238,-282808.201099545
60,1,0,0,20.1838963677927,513.979134585805,2533.41808361697,3201.92363722482,0,38940.0813690308,2533.41808361697,3201.92363722482,33204.739648189,70225.9003887224,55974.1842806486,-282808.201099545
61,1,0,0,20.98856997714,534.469997094209,2634.41814010668,3600.3481286952,0,25750.8843720059,2634.41814010668,3600.3481286952,19516.118103204,72860.3185288291,59574.5324093438,-282808.201099545
62,1,0,0,21.7038354076708,552.68409710168,2724.19596809754,3981.12128871749,0,36200.9232931884,2724.19596809754,3981.12128871749,29495.6060363734,75584.5144969266,63555.6536980613,-282808.201099545
63,1,0,0,22.508509017018,573.174959610084,2825.19602458725,4440.54352162703,0,34634.9888137451,2825.19602458725,4440.54352162703,27369.2492675308,78409.7105215138,67996.1972196883,-282808.201099545
64,1,0,0,23.2908305816612,593.096631493254,2923.39052395225,4919.83883334349,0,37829.6560914394,2923.39052395225,4919.83883334349,29986.4267341437,81333.1010454661,72916.0360530318,-282808.201099545
65,1,0,0,24.006096012192,611.310731500725,3013.1683519431,5387.16854616497,0,32439.3597374441,3013.1683519431,5387.16854616497,24039.022839336,84346.2693974092,78303.2045991968,-282808.201099545
66,1,0,0,24.5872491744983,626.109687756794,3086.11283718567,5787.96338040864,0,29977.7674572349,3086.11283718567,5787.96338040864,21103.6912396406,87432.3822345949,84091.1679796054,-282808.201099545
67,1,0,0,25.0342900685801,637.493500261464,3142.22397967996,6109.44539151822,0,23576.5991823482,3142.22397967996,6109.44539151822,14324.92981115,90574.6062142748,90200.6133711236,-282808.201099545
68,0,1,0,25.1460502921006,640.339453387631,1334.38545372303,2617.67031045778,0,3952.05576418081,3156.25176530353,6191.63414537633,-5395.83014649905,93730.8579795784,96392.2475165,-282808.201099545
69,1,0,0,25.1013462026924,639.201072137164,3150.6406510541,6158.67076767682,0,11104.7239385882,3150.6406510541,6158.67076767682,1795.41251985727,96881.4986306325,102550.918284177,-282808.201099545
70,0,1,0,25.0342900685801,637.493500261463,709.574467800662,1379.62999782253,0,2089.20446562319,3142.22397967996,6109.44539151822,-7162.46490557499,100023.722610312,108660.363675695,-282808.201099545
71,0,0,1,24.7884175768352,631.232403383896,0,0,-3368.64874917667,0,3111.3628513081,5931.19711870679,-12411.2087191916,103135.085461621,114591.560794402,-286176.849848722
72,0,0,1,24.4754889509779,623.263734630627,0,0,-3473.04992629276,0,3072.0850515621,5709.39482152738,-12254.5297993822,106207.170513183,120300.955615929,-289649.899775015
73,0,1,0,24.2743205486411,618.141019003526,1818.95168376749,3325.13603171942,0,5144.08771548691,3046.83503743968,5569.76914566076,-3472.51646761352,109254.005550622,125870.72476159,-289649.899775015
74,1,0,0,24.2743205486411,618.141019003526,3046.83503743968,5569.76914566076,0,12089.120650714,3046.83503743968,5569.76914566076,3472.51646761352,112300.840588062,131440.493907251,-289649.899775015
75,0,1,0,24.2743205486411,618.141019003526,1818.95168376749,3325.13603171942,0,5144.08771548691,3046.83503743968,5569.76914566076,-3472.51646761352,115347.675625502,137010.263052911,-289649.899775015
76,0,0,1,24.0731521463043,613.018303376425,0,0,-3599.06181632335,0,3021.58502331725,5432.43863427221,-12053.0854739128,118369.260648819,142442.701687184,-293248.961591338
77,0,0,1,23.6484632969266,602.20368149699,0,0,-12179.6642247249,0,2968.27943794768,5149.97027509084,-20297.9139377634,121337.540086767,147592.671962274,-305428.625816063
78,0,1,0,23.3131826263653,593.665822118488,1063.85527525746,1793.82375786009,0,2857.67903311755,2926.19608107696,4934.01703452815,-5002.53408248757,124263.736167844,152526.688996803,-305428.625816063
79,0,1,0,23.2237744475489,591.389059617554,2293.58826549704,3837.73653365564,0,6131.32479915267,2914.97385257811,4877.46724945231,-1661.11630287774,127178.710020422,157404.156246255,-305428.625816063
80,0,1,0,23.1790703581407,590.250678367087,2287.67663055443,3813.12244953445,0,6100.79908008889,2909.36273832868,4849.35511566224,-1657.91877390204,130088.07275875,162253.511361917,-305428.625816063
81,1,0,0,23.1790703581407,590.250678367087,2909.36273832868,4849.35511566224,0,9416.63662789296,2909.36273832868,4849.35511566224,1657.91877390204,132997.435497079,167102.866477579,-305428.625816063
82,1,0,0,23.2237744475489,591.389059617554,2914.97385257811,4877.46724945231,0,9453.55740490815,2914.97385257811,4877.46724945231,1661.11630287774,135912.409349657,171980.333727032,-305428.625816063
83,1,0,0,23.3578867157734,594.804203368955,2931.80719532639,4962.45510327786,0,16247.8067476286,2931.80719532639,4962.45510327786,8353.54444902437,138844.216544984,176942.78883031,-305428.625816063
84,1,0,0,23.6708153416307,602.772872122223,2971.08499507239,5164.58702212899,0,23373.4963509146,2971.08499507239,5164.58702212899,15237.8243337132,141815.301540056,182107.375852439,-305428.625816063
85,1,0,0,24.2072644145288,616.433447127826,3038.41836606553,5523.73822954973,0,34534.0857007639,3038.41836606553,5523.73822954973,25971.9291051486,144853.719906121,187631.114081988,-305428.625816063
86,1,0,0,24.9672339344679,635.785928385763,3133.80730830582,6060.48301763253,0,43124.8690516119,3133.80730830582,6060.48301763253,33930.5787256736,147987.527214427,193691.597099621,-305428.625816063
87,1,0,0,25.8389636779274,657.984362769868,3243.22403616967,6717.7095339606,0,46924.3685292582,3243.22403616967,6717.7095339606,36963.4349591279,151230.751250597,200409.306633581,-305428.625816063
88,1,0,0,26.6883413766828,679.613606528739,3349.83520690881,7402.19803184068,0,45112.6796116552,3349.83520690881,7402.19803184068,34360.6463729057,154580.586457506,207811.504665422,-305428.625816063
89,1,0,0,27.4706629413259,699.53527841191,3448.02970627381,8072.41290324053,0,44923.429054197,3448.02970627381,8072.41290324053,33402.9864446826,158028.61616378,215883.917568663,-305428.625816063
90,1,0,0,28.2753365506731,720.026140920314,3549.02976276353,8802.76880617899,0,50778.1030344547,3549.02976276353,8802.76880617899,38426.3044655121,161577.645926543,224686.686374842,-305428.625816063
91,1,0,0,29.1470662941326,742.224575304418,3658.44649062738,9642.29675691741,0,54996.5210907133,3658.44649062738,9642.29675691741,41695.7778431685,165236.09241717,234328.983131759,-305428.625816063
92,1,0,0,29.9517399034798,762.715437812822,3759.44654711709,10463.14187938,0,48500.0990460344,3759.44654711709,10463.14187938,34277.5106195373,168995.538964288,244792.125011139,-305428.625816063
93,1,0,0,30.6670053340107,780.929537820293,3849.22437510795,11230.7834510426,0,50176.085863468,3849.22437510795,11230.7834510426,35096.0780373175,172844.763339395,256022.908462182,-305428.625816063
94,1,0,0,31.248158496317,795.728494076362,3922.16886035052,11881.4442208631,0,38154.3406213784,3922.16886035052,11881.4442208631,22350.7275401647,176766.932199746,267904.352683045,-305428.625816063
95,1,0,0,31.5163830327661,802.558781579164,3955.83554584709,12190.0379377855,0,20654.3893393739,3955.83554584709,12190.0379377855,4508.51585574131,180722.767745593,280094.39062083,-305428.625816063
96,1,0,0,31.5834391668783,804.266353454864,3964.25221722124,12268.0123585295,0,18491.3187970851,3964.25221722124,12268.0123585295,2259.05422133439,184687.019962814,292362.40297936,-305428.625816063
97,0,1,0,31.5163830327661,802.558781579164,1746.60886025009,5382.23291189969,0,7128.84177214978,3955.83554584709,12190.0379377855,-9017.0317114828,188642.855508661,304552.440917145,-305428.625816063
98,0,0,1,30.9575819151638,788.329015948328,0,0,-31061.3082284076,0,3885.69661772924,11553.0602830258,-46500.0651291626,192528.552126391,316105.501200171,-336489.934044471
99,0,0,1,30.1082042164084,766.699772189457,0,0,-22203.0479940446,0,3779.08544699009,10627.974566278,-36610.1080073127,196307.637573381,326733.475766449,-358692.982038515
100,0,0,1,29.3705867411735,747.916481556753,0,0,-20060.0882791172,0,3686.50206187452,9865.83425159932,-33612.424592591,199994.139635255,336599.310018048,-378753.070317633
101,0,0,1,28.744729489459,731.979144050216,0,0,-11815.7015070407,0,3607.94646238253,9248.48560710207,-24672.1335765253,203602.086097638,345847.79562515,-390568.771824673
102,0,0,1,28.2082804165608,718.318569044613,0,0,-11930.7874926987,0,3540.61309138938,8740.28881993595,-24211.689404024,207142.699189027,354588.084445086,-402499.559317372
103,0,0,1,27.6047752095504,702.95042216331,0,0,-17961.0290569468,0,3464.8630490221,8191.22003148118,-29617.11213745,210607.562238049,362779.304476567,-420460.588374319
104,0,0,1,26.8895097790196,684.73632215584,0,0,-21750.3980239693,0,3375.08522103124,7570.84929605167,-32696.3325410522,213982.647459081,370350.153772619,-442210.986398288
105,0,0,1,26.1518923037846,665.953031523136,0,0,-19681.6230253608,0,3282.50183591567,6964.7463513046,-29928.8712125811,217265.149294996,377314.900123924,-461892.609423649
106,0,0,1,25.4142748285497,647.169740890432,0,0,-21320.712971382,0,3189.9184508001,6391.88736350065,-30902.5187856828,220455.067745796,383706.787487424,-483213.322395031
107,0,0,1,24.6990093980188,628.955640882962,0,0,-17532.1313079188,0,3100.14062280925,5867.24945541144,-26499.5213861395,223555.208368606,389574.036942836,-500745.45370295
108,0,0,1,23.9837439674879,610.741540875491,0,0,-20780.5656319654,0,3010.36279481839,5372.13459611652,-29163.0630229003,226565.571163424,394946.171538952,-521526.019334915
109,0,0,1,23.246126492253,591.958250242788,0,0,-18794.09770125,0,2917.77940970282,4891.56396689706,-26603.4410778498,229483.350573127,399837.735505849,-540320.117036165
110,0,0,1,22.508509017018,573.174959610084,0,0,-20103.5097213166,0,2825.19602458725,4440.54352162703,-27369.2492675308,232308.546597714,404278.279027476,-560423.626757481
111,0,0,1,21.7932435864872,554.960859602613,0,0,-16615.9879293758,0,2735.41819659639,4030.52450885683,-23381.930634829,235043.96479431,408308.803536333,-577039.614686857
112,0,0,1,21.0779781559563,536.746759595143,0,0,-19337.59789112,0,2645.64036860554,3646.55524502276,-25629.7935047483,237689.605162916,411955.358781356,-596377.212577977
113,0,0,1,20.1838963677927,513.979134585805,0,0,-27469.3979273472,0,2533.41808361697,3201.92363722482,-33204.739648189,240223.023246533,415157.282418581,-623846.610505324
114,0,0,1,19.0215900431801,484.381222073666,0,0,-34388.3697751825,0,2387.52911313183,2680.00990737421,-39455.9087956885,242610.552359665,417837.292325955,-658234.980280507
115,0,0,1,17.8592837185674,454.783309561526,0,0,-24920.719428811,0,2241.64014264669,2218.13542179038,-29380.4949932481,244852.192502311,420055.427747745,-683155.699709318
116,0,0,1,17.0993141986284,435.430828303589,0,0,-9360.50405726554,0,2146.2512004064,1946.84790759897,-13453.6031652709,246998.443702718,422002.275655344,-692516.203766583
117,0,0,1,16.6075692151384,422.908634548453,0,0,-9198.50464201682,0,2084.52894366269,1783.66857353123,-13066.7021592107,249082.972646381,423785.944228875,-701714.7084086
118,0,0,1,16.0711201422403,409.24805954285,0,0,-11310.1098808729,0,2017.19557266955,1616.34621440608,-14943.6516679485,251100.16821905,425402.290443282,-713024.818289473
119,0,0,1,14.5958851917704,371.681478277443,0,0,-52288.7699533102,0,1832.02880243841,1210.84140430583,-55331.6401600545,252932.197021488,426613.131847587,-765313.588242783
120,0,0,1,12.1595123190246,309.639700126997,0,0,-46478.4635250151,0,1526.22307584455,700.07475705024,-48704.7613579098,254458.420097333,427313.206604638,-811792.051767798
121,0,0,1,9.87960375920752,251.582256353185,0,0,-30890.5193527278,0,1240.0562491237,375.503965146332,-32506.0795669978,255698.476346457,427688.710569784,-842682.571120526
122,0,0,1,7.89027178054356,200.924290707408,0,0,-23086.003495255,0,990.36166502413,191.281000819592,-24267.6461610988,256688.838011481,427879.991570604,-865768.574615781
123,0,0,1,5.87858775717551,149.697134436397,0,0,-18945.3593014629,0,737.861523799848,79.1070090703566,-19762.3278343331,257426.699535281,427959.098579674,-884713.933917244
124,0,0,1,3.82219964439929,97.3315969149199,0,0,-11800.9986353668,0,479.750268326137,21.7438303248058,-12302.4927340177,257906.449803607,427980.842409999,-896514.932552611
125,0,0,1,2.12344424688849,54.0731093971777,0,0,-4438.10512390708,0,266.527926847854,3.72836596790222,-4708.36141672283,258172.977730455,427984.570775967,-900953.037676518
126,0,0,1,1.18465836931674,30.1671031373728,0,0,-782.737764882595,0,148.694527609855,0.647403925007586,-932.079696417458,258321.672258065,427985.218179892,-901735.775441401
127,0,0,1,0.73761747523495,18.7832906327038,0,0,-382.093392765071,0,92.5833851155702,0.156275011271033,-474.833052891912,258414.25564318,427985.374454903,-902117.868834166
128,0,0,1,0.268224536449073,6.8302875028014,0,0,-196.547886403398,0,33.666685496571,0.00751435065465525,-230.222086250624,258447.922328677,427985.381969253,-902314.416720569
129,0,1,0,0,0,0,0,0,0,0,0,0,258447.922328677,427985.381969253,-902314.416720569
130,0,1,0,0,0,0,0,0,0,0,0,0,258447.922328677,427985.381969253,-902314.416720569
131,0,1,0,0,0,0,0,0,0,0,0,0,258447.922328677,427985.381969253,-902314.416720569
132,0,1,0,0,0,0,0,0,0,0,0,0,258447.922328677,427985.381969253,-902314.416720569
133,0,1,0,0,0,0,0,0,0,0,0,0,258447.922328677,427985.381969253,-902314.416720569
134,0,1,0,0,0,0,0,0,0,0,0,0,258447.922328677,427985.381969253,-902314.416720569
135,0,1,0,0,0,0,0,0,0,0,0,0,258447.922328677,427985.381969253,-902314.416720569
136,1,0,0,0.603505207010414,15.3681468813031,75.7500423672847,0.0855931504256824,0,1241.33494716149,75.7500423672847,0.0855931504256824,1165.49931164378,258523.672371044,427985.467562404,-902314.416720569
137,1,0,0,2.65989331978664,67.7336844027805,333.861297840996,7.32805302942603,0,12707.6326644022,333.861297840996,7.32805302942603,12366.4433135318,258857.533668885,427992.795615433,-902314.416720569
138,1,0,0,5.65506731013462,144.005228184063,709.805952552705,70.422150449432,0,28689.8597674268,709.805952552705,70.422150449432,27909.6316644246,259567.339621438,428063.217765883,-902314.416720569
139,1,0,0,8.67259334518669,220.845962590578,1088.55616438913,254.005368705043,0,42283.7225379968,1088.55616438913,254.005368705043,40941.1610049026,260655.895785827,428317.223134588,-902314.416720569
140,1,0,0,11.6007112014224,295.40993449616,1456.0841477267,607.9247051339,0,55998.3288505328,1456.0841477267,607.9247051339,53934.3199976723,262111.979933554,428925.147839722,-902314.416720569
141,1,0,0,14.1711963423927,360.866856398007,1778.72321706883,1108.19323051204,0,53567.7507124752,1778.72321706883,1108.19323051204,50680.8342648944,263890.703150622,430033.341070234,-902314.416720569
142,1,0,0,16.3169926339853,415.509156420418,2048.0567010414,1691.67253971182,0,57426.2407428085,2048.0567010414,1691.67253971182,53686.5115020553,265938.759851664,431725.013609945,-902314.416720569
143,1,0,0,18.2839725679451,465.597931440962,2294.94572801626,2380.16809986716,0,59602.2665725115,2294.94572801626,2380.16809986716,54927.1527446281,268233.70557968,434105.181709813,-902314.416720569
144,1,0,0,19.7368554737109,502.595322081136,2477.30694112268,2993.84857147623,0,37940.4634963762,2477.30694112268,2993.84857147623,32469.3079837773,270711.012520803,437099.030281289,-902314.416720569
145,1,0,0,20.5862331724663,524.224565840007,2583.91811186182,3397.24297967398,0,28068.092491205,2583.91811186182,3397.24297967398,22086.9313996692,273294.930632665,440496.273260963,-902314.416720569
146,1,0,0,21.1897383794768,539.59271272131,2659.66815422911,3704.86793242057,0,24552.080900449,2659.66815422911,3704.86793242057,18187.5448137994,275954.598786894,444201.141193383,-902314.416720569
147,1,0,0,21.7932435864872,554.960859602613,2735.41819659639,4030.52450885683,0,30147.8733402822,2735.41819659639,4030.52450885683,23381.930634829,278690.01698349,448231.66570224,-902314.416720569
148,1,0,0,22.3073406146812,568.052243982983,2799.94601046482,4322.54320765067,0,19887.0248891224,2799.94601046482,4322.54320765067,12764.5356710069,281489.962993955,452554.208909891,-902314.416720569
149,1,0,0,22.754381508763,579.436056487652,2856.05715295911,4587.65819591202,0,26974.2223324657,2856.05715295911,4587.65819591202,19530.5069835945,284346.020146914,457141.867105803,-902314.416720569
150,1,0,0,23.1790703581407,590.250678367087,2909.36273832868,4849.35511566224,0,19364.1492713054,2909.36273832868,4849.35511566224,11605.4314173145,287255.382885243,461991.222221465,-902314.416720569
151,1,0,0,23.4249428498857,596.511775244655,2940.22386670053,5005.3167637258,0,14647.5613635001,2940.22386670053,5005.3167637258,6702.02073307374,290195.606751943,466996.538985191,-902314.416720569
152,1,0,0,23.6037592075184,601.065300246523,2962.66832369825,5120.81956932922,0,14836.6690897123,2962.66832369825,5120.81956932922,6753.18119668486,293158.275075641,472117.35855452,-902314.416720569
153,1,0,0,23.8719837439675,607.895587749324,2996.33500919482,5297.38426666165,0,21953.5630600602,2996.33500919482,5297.38426666165,13659.8437842037,296154.610084836,477414.742821182,-902314.416720569
154,0,1,0,24.0508001016002,612.449112751192,3018.77946619253,5417.32053915132,0,8436.10000534385,3018.77946619253,5417.32053915132,0,299173.389551029,482832.063360333,-902314.416720569
155,0,1,0,24.0508001016002,612.449112751192,3018.77946619253,5417.32053915132,0,8436.10000534385,3018.77946619253,5417.32053915132,0,302192.169017221,488249.383899484,-902314.416720569
156,1,0,0,24.2296164592329,617.002637753059,3041.22392319025,5539.05357637531,0,22444.7631382143,3041.22392319025,5539.05357637531,13864.4856386487,305233.392940412,493788.43747586,-902314.416720569
157,1,0,0,24.7884175768352,631.232403383896,3111.3628513081,5931.19711870679,0,39184.0668594803,3111.3628513081,5931.19711870679,30141.5068894654,308344.75579172,499719.634594567,-902314.416720569
158,1,0,0,25.3025146050292,644.323787764265,3175.89066517653,6307.93195449384,0,20342.6310211581,3175.89066517653,6307.93195449384,10858.8084014877,311520.646456896,506027.56654906,-902314.416720569
159,1,0,0,25.7048514097028,654.569219018467,3226.39069342139,6613.65049299699,0,31902.9911187698,3226.39069342139,6613.65049299699,22062.9499323514,314747.037150318,512641.217042057,-902314.416720569
160,1,0,0,26.0401320802642,663.107078396969,3268.4740502921,6875.83577596244,0,15731.9917112958,3268.4740502921,6875.83577596244,5587.68188504124,318015.51120061,519517.05281802,-902314.416720569
161,1,0,0,26.3754127508255,671.644937775471,3310.55740716282,7144.86029214093,0,33093.9228472818,3310.55740716282,7144.86029214093,22638.5051479781,321326.068607772,526661.913110161,-902314.416720569
162,1,0,0,26.7106934213868,680.182797153972,3352.64076403353,7420.81210032917,0,16505.0235533104,3352.64076403353,7420.81210032917,5731.57068894773,324678.709371806,534082.72521049,-902314.416720569
163,1,0,0,26.8448056896114,683.597940905373,3369.47410678181,7533.15219053766,0,16662.9747470487,3369.47410678181,7533.15219053766,5760.34844972921,328048.183478588,541615.877401028,-902314.416720569
164,1,0,0,26.9789179578359,687.013084656774,3386.3074495301,7646.62037263819,0,16822.0540326788,3386.3074495301,7646.62037263819,5789.12621051054,331434.490928118,549262.497773666,-902314.416720569
165,0,0,1,26.8671577343155,684.167131530606,0,0,-4449.45458896811,0,3372.27966390653,7551.98506230597,-15373.7193151806,334806.770592024,556814.482835972,-906763.871309537
166,0,0,1,26.3754127508255,671.644937775471,0,0,-15956.171640004,0,3310.55740716282,7144.86029214093,-26411.5893393077,338117.327999187,563959.343128113,-922720.042949541
167,0,1,0,26.0177800355601,662.537887771735,2065.07653108029,4336.81318940476,0,6401.88972048505,3265.66849316739,6858.14495503617,-3721.92372771851,341382.996492355,570817.488083149,-922720.042949541
168,0,1,0,25.9060198120396,659.691934645568,1448.01430112337,3014.86816824399,0,4462.88246936737,3251.64070754382,6770.14588608332,-5558.90412425977,344634.637199898,577587.633969232,-922720.042949541
169,0,1,0,25.7272034544069,655.138409643701,215.896807788423,443.32831641345,0,659.225124201873,3229.1962505461,6630.91850124147,-9200.8896275857,347863.833450445,584218.552470474,-922720.042949541
170,1,0,0,25.6601473202946,653.430837768,3220.77957917196,6579.20446607543,0,13470.7473093545,3220.77957917196,6579.20446607543,3670.76326410711,351084.613029617,590797.756936549,-922720.042949541
171,0,0,1,25.503683007366,649.446503391366,0,0,-6756.98632374815,0,3201.14067929896,6459.58552270053,-16417.7125257476,354285.753708915,597257.34245925,-929477.029273289
172,1,0,0,25.3919227838456,646.600550265199,3187.11289367539,6375.03705400489,0,16826.9357804778,3187.11289367539,6375.03705400489,7264.78583279749,357472.866602591,603632.379513255,-929477.029273289
173,0,1,0,25.3919227838456,646.600550265199,765.723067727707,1531.64104715508,0,2297.36411488279,3187.11289367539,6375.03705400489,-7264.78583279749,360659.979496266,610007.416567259,-929477.029273289
174,0,1,0,25.2801625603251,643.754597139031,2566.85200584694,5089.26005022139,0,7656.11205606833,3173.08510805182,6291.22958377659,-1808.20263576008,363833.064604318,616298.646151036,-929477.029273289
175,0,1,0,25.1907543815088,641.477834638098,1341.04960477575,2640.10547615587,0,3981.15508093162,3161.86287955296,6224.71493480482,-5405.42273342616,366994.927483871,622523.361085841,-929477.029273289
176,1,0,0,25.1684023368047,640.908644012864,3159.05732242825,6208.15985057871,0,12967.6347996487,3159.05732242825,6208.15985057871,3600.41762664179,370153.984806299,628731.520936419,-929477.029273289
177,1,0,0,25.257810515621,643.185406513798,3170.2795509271,6274.55672254056,0,13058.0440160121,3170.2795509271,6274.55672254056,3613.20774254446,373324.264357226,635006.07765896,-929477.029273289
178,0,1,0,25.257810515621,643.185406513798,1957.46036721938,3874.16816370383,0,5831.62853092321,3170.2795509271,6274.55672254056,-3613.20774254446,376494.543908154,641280.634381501,-929477.029273289
179,0,1,0,25.1460502921006,640.339453387631,1334.38545372303,2617.67031045778,0,3952.05576418081,3156.25176530353,6191.63414537633,-5395.83014649905,379650.795673457,647472.268526877,-929477.029273289
180,0,1,0,25.0566421132842,638.062690886697,2537.04142656989,4941.59771232754,0,7478.63913889743,3145.02953680467,6125.82459297432,-1792.21499088156,382795.825210262,653598.093119851,-929477.029273289
181,0,1,0,25.011938023876,636.92430963623,2531.08200643936,4912.41436674691,0,7443.49637318627,3139.41842255525,6093.09541253688,-1789.01746190586,385935.243632817,659691.188532388,-929477.029273289
182,0,0,1,24.743713487427,630.094022133429,0,0,-10463.2379110214,0,3105.75173705867,5899.16552048846,-19468.1551685685,389040.995369876,665590.354052876,-939940.267184311
183,0,0,1,24.3637287274575,620.41778150446,0,0,-1766.32196727986,0,3058.05726593853,5631.54051733075,-10455.9197505491,392099.052635814,671221.894570207,-941706.58915159
184,1,0,0,24.3190246380493,619.279400253993,3052.4461516891,5600.59805640192,0,15610.867259221,3052.4461516891,5600.59805640192,6957.82305112999,395151.498787503,676822.492626609,-941706.58915159
185,0,0,1,23.8719837439675,607.895587749324,0,0,-32685.8120767546,0,2996.33500919482,5297.38426666166,-40979.5313526111,398147.833796698,682119.876893271,-974392.401228345
186,1,0,0,23.8943357886716,608.464778374558,2999.14056631953,5312.27849675262,0,51038.4000009049,2999.14056631953,5312.27849675262,42726.9809378328,401146.974363018,687432.155390023,-974392.401228345
187,1,0,0,24.6766573533147,628.386450257728,3097.33506568453,5851.33468257218,0,26599.0296941379,3097.33506568453,5851.33468257218,17650.3599458812,404244.309428702,693283.490072596,-974392.401228345
188,1,0,0,25.1907543815088,641.477834638098,3161.86287955296,6224.71493480482,0,32810.076325871,3161.86287955296,6224.71493480482,23423.4985115132,407406.172308255,699508.2050074,-974392.401228345
189,1,0,0,25.7048514097028,654.569219018467,3226.39069342139,6613.65049299699,0,28225.8327967112,3226.39069342139,6613.65049299699,18385.7916102929,410632.563001676,706121.855500397,-974392.401228345
190,1,0,0,25.9507239014478,660.830315896035,3257.25182179324,6805.25461089473,0,11918.6720030836,3257.25182179324,6805.25461089473,1856.16557039563,413889.81482347,712927.110111292,-974392.401228345
191,1,0,0,26.2636525273051,668.798984649303,3296.52962153924,7054.42010288512,0,34772.0772763569,3296.52962153924,7054.42010288512,24421.1275519326,417186.344445009,719981.530214177,-974392.401228345
192,1,0,0,26.6659893319787,679.044415903505,3347.0296497841,7383.61511659763,0,20267.2749364162,3347.0296497841,7383.61511659763,9536.63017003452,420533.374094793,727365.145330775,-974392.401228345
193,1,0,0,27.0236220472441,688.151465907241,3391.91856377953,7684.69476117465,0,32338.5822488921,3391.91856377953,7684.69476117465,21261.9689239379,423925.292658573,735049.840091949,-974392.401228345
194,1,0,0,27.3589027178054,696.689325285742,3434.00192065024,7974.28902952538,0,19235.8418826969,3434.00192065024,7974.28902952538,7827.55093252124,427359.294579223,743024.129121475,-974392.401228345
195,1,0,0,27.5600711201422,701.812040912843,3459.25193477267,8151.48904172332,0,21467.1240441008,3459.25193477267,8151.48904172332,9856.38306760483,430818.546513995,751175.618163198,-974392.401228345
196,1,0,0,27.8059436118872,708.073137790411,3490.11306314453,8371.60753729744,0,23794.8987377659,3490.11306314453,8371.60753729744,11933.178137324,434308.65957714,759547.225700496,-974392.401228345
197,0,1,0,27.9400558801118,711.488281541812,3506.94640589281,8493.3253022995,0,12000.2717081923,3506.94640589281,8493.3253022995,0,437815.605983033,768040.551002795,-974392.401228345
198,1,0,0,27.9847599695199,712.626662792279,3512.55752014224,8534.15852727751,0,16050.022325,3512.55752014224,8534.15852727751,4003.30627758023,441328.163503175,776574.709530073,-974392.401228345
199,0,1,0,27.9177038354077,710.919090916579,583.037855200403,1409.77639134471,0,1992.81424654512,3504.1408487681,8472.95762440997,-9984.28422663296,444832.304351943,785047.667154482,-974392.401228345
200,1,0,0,27.8729997459995,709.780709666112,3498.52973451867,8432.32000737243,0,17911.8276909438,3498.52973451867,8432.32000737243,5980.97794905273,448330.834086462,793479.987161855,-974392.401228345
201,1,0,0,28.0741681483363,714.903425293213,3523.7797486411,8616.21718459134,0,24188.2861136817,3523.7797486411,8616.21718459134,12048.2891804493,451854.613835103,802096.204346446,-974392.401228345
202,0,1,0,28.1188722377445,716.04180654368,1199.50851700657,2942.34247740596,0,4141.85099441253,3529.39086289053,8657.44303439106,-8044.98290286905,455384.004697993,810753.647380837,-974392.401228345
203,1,0,0,28.0518161036322,714.334234667979,3520.97419151638,8595.65342911442,0,14123.0770528846,3520.97419151638,8595.65342911442,2006.44943225383,458904.97888951,819349.300809952,-974392.401228345
204,1,0,0,28.1188722377445,716.04180654368,3529.39086289053,8657.44303439106,0,16209.325348716,3529.39086289053,8657.44303439106,4022.49145143445,462434.3697524,828006.743844343,-974392.401228345
205,1,0,0,28.4094488188976,723.441284671714,3565.86310551181,8928.62063815839,0,34846.8100483226,3565.86310551181,8928.62063815839,22352.3263046524,466000.232857912,836935.364482501,-974392.401228345
206,0,1,0,28.6106172212344,728.564000298815,2434.78174848852,6183.13288416238,0,8617.9146326509,3591.11311963424,9119.63860191641,-4092.83708889975,469591.345977546,846055.003084417,-974392.401228345
